## This file was extracted from ExpressionPlot by grabbing the TCGA::COAD
## project and extractings the gene information from a SummarizedExperiment
## version of the data.
##
## library(ExpressionPlot)
## p <- ep.find.project('PRJ0004323')
## se <- ep.SummarizedExperiment(p, attach.annot=TRUE)
## gdata <- transform(as.data.frame(mcols(se)), entrez.id=rownames(se))
## out <- gdata[, c('symbol', 'entrez.id', 'size')]
"symbol","entrez.id","size"
"LOC100287205","100287205",1593
"LOC100287216","100287216",2793
"LOC100287223","100287223",474
"LOC100287225","100287225",4771
"ZNF729","100287226",3835
"TIPARP-AS1","100287227",2543
"LOC100287238","100287238",1593
"LOC100287250","100287250",1052
"MANSC4","100287284",1095
"LOC100287290","100287290",1087
"LOC100287294","100287294",828
"GS52","100287301",2125
"LOC100287313","100287313",1228
"LOC100287314","100287314",1895
"LOC100287326","100287326",659
"LOC100287327","100287327",1593
"LOC100287329","100287329",1267
"FAM27E1","100287333",342
"PRSS46","100287362",984
"LOC100287364","100287364",1593
"OSTM1-AS1","100287366",3334
"LOC100287367","100287367",579
"LOC100287368","100287368",462
"LOC100287375","100287375",512
"LOC100287387","100287387",1045
"LOC100287399","100287399",1706
"LOC100287404","100287404",1593
"LOC100287413","100287413",1590
"","100287415",555
"PNMA6C","100287428",2256
"LOC100287437","100287437",1190
"LOC100287441","100287441",1593
"PNMA6D","100287466",1747
"LOC100287478","100287478",1593
"LOC100287482","100287482",1035
"LOC100287493","100287493",682
"LOC100287497","100287497",918
"LOC100287506","100287506",577
"LOC100287509","100287509",243
"LOC100287513","100287513",1593
"LOC100287515","100287515",6056
"LOC100287526","100287526",551
"LOC100287534","100287534",1816
"LOC100287541","100287541",5133
"LOC100287558","100287558",1683
"LOC100287559","100287559",2730
"LOC100287562","100287562",815
"LINC00173","100287569",2004
"LOC100287576","100287576",1734
"LOC100287592","100287592",609
"DDX11L5","100287596",1655
"LOC100287598","100287598",806
"LOC100287612","100287612",529
"LOC100287616","100287616",2844
"LOC100287623","100287623",582
"LOC100287628","100287628",563
"LOC100287632","100287632",713
"LOC100287633","100287633",483
"LOC100287651","100287651",2337
"LOC100287654","100287654",472
"TSRM","100287664",327
"LOC100287704","100287704",655
"LOC100287705","100287705",414
"LOC100287718","100287718",1058
"LOC100287722","100287722",1734
"LOC100287723","100287723",602
"LOC100287728","100287728",413
"LOC100287765","100287765",2117
"LOC100287789","100287789",591
"LOC100287792","100287792",2112
"FAM197Y8","100287798",438
"LOC100287803","100287803",617
"LOC100287808","100287808",1919
"LOC100287813","100287813",3881
"LOC100287814","100287814",597
"FAM197Y7","100287826",438
"LOC100287834","100287834",652
"LOC100287837","100287837",1695
"LOC100287846","100287846",3510
"LOC100287852","100287852",324
"FAM197Y6","100287859",438
"LOC100287865","100287865",1013
"LOC100287879","100287879",2129
"LOC100287894","100287894",503
"LOC100287896","100287896",2128
"TTC34","100287898",1775
"LGALS8-AS1","100287902",1440
"ANKRD18CP","100287922",3763
"TIMM23","100287932",1168
"LOC100287934","100287934",1194
"LOC100287944","100287944",569
"GM140","100287948",226
"LOC100288018","100288018",549
"LOC100288037","100288037",372
"LOC100288069","100288069",1371
"LOC100288077","100288077",2642
"LOC100288079","100288079",667
"","100288092",1922
"LOC100288102","100288102",876
"LOC100288122","100288122",2166
"LOC100288123","100288123",1698
"LOC100288144","100288144",2198
"LOC100288152","100288152",3099
"LOC100288160","100288160",408
"LOC100288162","100288162",435
"LOC100288181","100288181",5684
"LOC100288198","100288198",2993
"LOC100288208","100288208",2328
"LOC100288255","100288255",2082
"LOC100288268","100288268",909
"LOC100288273","100288273",323
"KRTAP22-2","100288287",293
"LOC100288292","100288292",1301
"LOC100288310","100288310",384
"KRTAP21-3","100288323",253
"LOC100288332","100288332",1483
"LOC100288336","100288336",2001
"LOC100288346","100288346",713
"LOC100288366","100288366",1427
"LOC100288368","100288368",578
"ULK4P2","100288380",876
"LOC100288392","100288392",33724
"ERVMER34-1","100288413",2985
"LOC100288420","100288420",407
"LOC100288428","100288428",2147
"LOC100288432","100288432",469
"LOC100288449","100288449",617
"MTRNR2L7","100288485",1494
"DDX11L9","100288486",1670
"LOC100288520","100288520",1680
"LOC100288524","100288524",702
"REXO1L2P","100288527",1078
"LOC100288562","100288562",2186
"LOC100288568","100288568",862
"LOC100288570","100288570",858
"LOC100288594","100288594",534
"LOC100288601","100288601",681
"LOC100288602","100288602",318
"LOC100288615","100288615",1567
"LOC100288619","100288619",1886
"LOC100288627","100288627",1698
"LOC100288637","100288637",5881
"LOC100288646","100288646",472
"LOC100288657","100288657",1698
"LOC100288676","100288676",886
"","100288679",769
"DUX4","100288687",1574
"LIMS3L","100288695",3129
"LOC100288712","100288712",676
"LOC100288728","100288728",528
"PAN3-AS1","100288730",2191
"LOC100288748","100288748",2183
"LOC100288778","100288778",1221
"LOC100288781","100288781",1092
"TMEM239","100288797",701
"LOC100288798","100288798",638
"FRG2C","100288801",2069
"HYDIN2","100288805",23659
"LOC100288807","100288807",1059
"LOC100288814","100288814",645
"LOC100288822","100288822",1065
"SRGAP3-AS3","100288831",1009
"LOC100288842","100288842",583
"LOC100288846","100288846",1359
"LOC100288866","100288866",1221
"LOC100288897","100288897",1142
"LOC100288902","100288902",420
"LOC100288911","100288911",716
"LOC100288963","100288963",1103
"LOC100288966","100288966",1826
"LOC100288974","100288974",818
"LOC100288997","100288997",1876
"LOC100289006","100289006",420
"MOXD2P","100289017",1502
"LOC100289019","100289019",3842
"LOC100289026","100289026",767
"LOC100289034","100289034",536
"LOC100289038","100289038",3177
"LOC100289065","100289065",390
"LOC100289079","100289079",482
"TSPY10","100289087",1166
"LOC100289090","100289090",535
"LOC100289092","100289092",584
"LOC100289097","100289097",1581
"LOC100289098","100289098",540
"LOC100289104","100289104",1190
"FAM27E2","100289124",340
"LOC100289130","100289130",1244
"","100289134",4855
"LOC100289137","100289137",2667
"FAM197Y5","100289150",438
"LOC100289151","100289151",556
"LOC100289178","100289178",2247
"SDHDP1","100289186",489
"LOC100289187","100289187",1121
"FAM197Y4","100289188",438
"LOC100289196","100289196",144
"LOC100289200","100289200",2373
"LOC100289211","100289211",3373
"LOC100289230","100289230",1876
"LOC100289251","100289251",651
"LOC100289255","100289255",1530
"FAM197Y1","100289265",1074
"DNAJC3-AS1","100289274",2890
"LOC100289290","100289290",444
"LOC100289296","100289296",420
"","100289298",703
"LOC100289306","100289306",503
"LOC100289308","100289308",584
"LOC100289341","100289341",1872
"LOC100289361","100289361",623
"UBAC2-AS1","100289373",1821
"LOC100289375","100289375",591
"LOC100289379","100289379",548
"LOC100289388","100289388",2196
"LOC100289396","100289396",740
"MCF2L-AS1","100289410",1155
"LOC100289424","100289424",1565
"LOC100289455","100289455",1374
"DEFB4B","100289462",298
"LOC100289473","100289473",747
"LOC100289488","100289488",588
"LOC100289495","100289495",3908
"LOC100289509","100289509",970
"LOC100289511","100289511",1431
"LOC100289528","100289528",704
"LOC100289561","100289561",1041
"LOC100289580","100289580",1539
"LOC100289607","100289607",375
"LOC100289627","100289627",611
"ZNF605","100289635",6308
"LOC100289637","100289637",681
"LOC100289650","100289650",1873
"LOC100289656","100289656",895
"LOC100289673","100289673",1266
"ZNF783","100289678",4455
"LOC100290566","100290566",1683
"LOC100291105","100291105",1540
"LOC100291689","100291689",625
"LOC100291699","100291699",699
"LOC100291786","100291786",468
"LOC100291796","100291796",120
"LOC100292082","100292082",1019
"LOC100292409","100292409",874
"LOC100292676","100292676",1025
"LOC100292680","100292680",2244
"LOC100292905","100292905",928
"LOC100292909","100292909",838
"LOC100293044","100293044",2205
"LOC100293211","100293211",610
"ZNF587B","100293516",3340
"LOC100293534","100293534",5427
"LOC100293612","100293612",1088
"LOC100293704","100293704",428
"LOC100293744","100293744",696
"LOC100293748","100293748",1032
"LOC100293962","100293962",1453
"LOC100294020","100294020",1227
"LOC100294033","100294033",3370
"LOC100294145","100294145",3690
"LOC100294307","100294307",759
"LOC100294336","100294336",1302
"LOC100294338","100294338",752
"LOC100294341","100294341",5725
"LOC100294360","100294360",924
"LOC100294362","100294362",3699
"LOC100294406","100294406",880
"NHEG1","100294720",1360
"CDH5","1003",4128
"MIR1184-1","100302111",99
"MIR1284","100302112",120
"MIR1200","100302113",76
"MIR513C","100302114",84
"MIR1468","100302115",86
"MIR1265","100302116",86
"MIR320B1","100302117",79
"MIR1286","100302118",78
"MIR1538","100302119",61
"MIR1276","100302121",83
"MIR1183","100302122",89
"MIR1275","100302123",80
"MIR1288","100302124",75
"MIR1289-1","100302125",144
"MIR1471","100302126",57
"MIR1470","100302127",61
"MIR1302-3","100302128",138
"MIR1915","100302129",80
"MIR1302-4","100302130",150
"MIR302F","100302131",51
"MIR1182","100302132",97
"MIR1287","100302133",90
"MIR1289-2","100302134",111
"MIR320C1","100302135",88
"MIR1252","100302136",65
"MIR1914","100302137",80
"MIR1292","100302138",66
"MIR1537","100302139",61
"MIR1302-6","100302140",90
"MIR1913","100302141",80
"MIR1246","100302142",73
"MIR1248","100302143",106
"MIR1912","100302144",80
"MIR1247","100302145",136
"MIR1302-5","100302146",150
"MIR1302-7","100302147",72
"MIR1263","100302148",86
"MIR1249","100302149",66
"MIR1296","100302150",92
"MIR548N","100302152",75
"MIR1298","100302153",112
"MIR1256","100302155",119
"MIR1229","100302156",69
"MIR1185-1","100302157",86
"MIR1231","100302158",92
"MIR548F3","100302159",87
"MIR1233-1","100302160",82
"MIR1205","100302161",63
"MIR1278","100302163",81
"MIR2113","100302164",91
"MIR1273A","100302165",103
"MIR1322","100302166",71
"MIR1299","100302167",83
"MIR1257","100302168",117
"MIR320D2","100302169",48
"MIR1206","100302170",59
"MIR1321","100302171",79
"MIR1258","100302172",73
"MIR1307","100302174",149
"MIR1207","100302175",87
"MIR1269A","100302177",105
"MIR1295A","100302178",79
"MIR1270-1","100302179",83
"MIR1294","100302181",142
"MIR1279","100302182",62
"MIR1825","100302183",53
"MIR1272","100302184",129
"MIR1204","100302185",67
"MIR548I3","100302186",149
"MIR1297","100302187",77
"MIR1243","100302188",93
"MIR1976","100302190",52
"MIR548I4","100302191",77
"MIR548F1","100302192",84
"MIR1255A","100302193",113
"MIR320C2","100302195",50
"MIR1234","100302196",84
"MIR1306","100302197",85
"MIR720","100302198",110
"MIR1280","100302200",94
"MIR1228","100302201",73
"MIR1266","100302202",84
"MIR1271","100302203",86
"MIR548I1","100302204",149
"MIR1283-2","100302205",87
"MIR1253","100302208",105
"MIR1185-2","100302209",86
"MIR1909","100302210",80
"MIR1203","100302211",85
"MIR1324","100302212",96
"MIR1181","100302213",81
"MIR1277","100302214",78
"MIR1827","100302217",66
"MIR1285-1","100302218",84
"MIR1245A","100302219",70
"MIR1293","100302220",71
"MIR1291","100302221",87
"MIR1911","100302222",80
"MIR1302-8","100302223",128
"MIR2110","100302224",75
"MIR2053","100302225",91
"MIR1238","100302226",83
"MIR1302-1","100302227",143
"MIR1261","100302228",82
"MIR1250","100302229",113
"MIR1226","100302232",75
"MIR1268A","100302233",52
"MIR664","100302234",82
"MIR1179","100302235",91
"MIR1260A","100302236",73
"MIR1281","100302237",54
"MIR103B1","100302238",62
"MIR548F5","100302239",86
"MIR1304","100302240",91
"MIR1236","100302242",102
"MIR1972-1","100302243",77
"MIR1301","100302246",82
"MIR1197","100302250",88
"MIR1264","100302251",69
"MIR1282","100302254",101
"MIR1323","100302255",73
"MIR1180","100302256",69
"MIR1539","100302257",50
"MIR1469","100302258",47
"MIR1202","100302259",83
"MIR2052","100302260",55
"MIR1910","100302261",80
"MIR1908","100302263",80
"MIR1283-1","100302265",87
"MIR2054","100302267",49
"MIR1285-2","100302268",88
"MIR1305","100302270",86
"MIR1254-1","100302273",97
"MIR1178","100302274",91
"MIR548L","100302275",86
"MIR1290","100302276",78
"MIR548I2","100302277",149
"MIR1302-2","100302278",138
"MIR1262","100302279",93
"MIR1237","100302280",102
"MIR1208","100302281",73
"MIR103B2","100302282",62
"MIR1227","100302283",88
"MIR1303","100302284",86
"MIR1244-1","100302285",85
"MIR1267","100302286",78
"MIR548H3","100302287",118
"MIR548P","100302288",84
"MIR1251","100302289",70
"MIR1973","100302290",44
"LOC100302401","100302401",2338
"FAM41AY2","100302526",2043
"LOC100302640","100302640",603
"LOC100302650","100302650",1659
"GPR75-ASB3","100302652",1986
"LINC00184","100302691",2270
"FTX","100302692",2356
"TMED7-TICAM2","100302736",3627
"RNU6-21","100302738",107
"PCNA-AS1","100302739",384
"FAS-AS1","100302740",1554
"RNU6-15","100302741",107
"RNU6-42","100302742",107
"SNORA80B","100302743",136
"NCRUPAR","100302746",924
"TSNAX-DISC1","100303453",9769
"SLC25A5-AS1","100303728",3088
"LOC100303749","100303749",769
"PET117","100303755",1159
"LOC100306951","100306951",554
"LOC100306975","100306975",2328
"OTX2OS1","100309464",2427
"SPDYE2L","100310812",1983
"RNU1-6","100312957",164
"MIR320B2","100313769",138
"MIR548K","100313770",116
"MIR548F2","100313771",98
"MIR548M","100313772",86
"MIR548H2","100313773",88
"MIR302E","100313774",72
"MIR670","100313777",98
"MIR759","100313778",91
"MIR2117","100313779",80
"MIR2278","100313780",96
"MIR718","100313781",70
"MIR1255B1","100313806",63
"MIR513B","100313822",84
"MIR663B","100313824",115
"MIR548O","100313829",114
"MIR548H1","100313830",102
"MIR1255B2","100313835",67
"MIR762","100313837",83
"MIR764","100313838",85
"MIR2114","100313839",80
"MIR2115","100313840",100
"MIR548Q","100313841",100
"MIR2276","100313842",89
"MIR711","100313843",76
"MIR548H4","100313884",111
"MIR2116","100313886",80
"MIR2277","100313887",93
"MIR761","100313892",59
"MIR548F4","100313895",105
"MIR320D1","100313896",48
"MIR548J","100313914",112
"MIR548E","100313921",88
"MIR449C","100313923",92
"MIR548G","100313938",89
"HOTTIP","100316868",3772
"SAP25","100316904",837
"LOC100329109","100329109",1000
"LOC100329135","100329135",3019
"LOC100335030","100335030",3162
"SNORA70F","100337591",135
"CSN1S2BP","100337616",432
"LINC00102","100359394",1337
"CHAF1A","10036",3343
"SNORA70G","100379132",142
"SNORA70D","100379141",135
"MACROD2-AS1","100379174",554
"TMED11P","100379220",533
"LOC100379224","100379224",3361
"BOK-AS1","100379249",828
"SNORA70E","100379250",135
"NPPA-AS1","100379251",1662
"RNY4P8","100379295",95
"MIR181A2HG","100379345",617
"BACE1-AS","100379571",798
"GRIK1-AS2","100379661",1073
"PARP2","10038",1887
"ZBED6","100381270",2940
"PARP3","10039",2360
"CDH6","1004",8571
"TOM1L1","10040",2340
"LOC100419868","100419868",1238
"HMGXB4","10042",4251
"LOC100422737","100422737",1387
"MIR1273C","100422821",77
"MIR4300","100422823",96
"MIR3128","100422824",66
"MIR3160-2","100422825",81
"MIR4274","100422826",91
"MIR3160-1","100422827",85
"MIR4287","100422828",78
"MIR4319","100422829",85
"MIR1302-9","100422831",138
"MIR3191","100422832",76
"MIR3188","100422833",85
"MIR1302-10","100422834",138
"MIR3183","100422835",84
"MIR3180-3","100422836",94
"MIR1193","100422837",78
"MIR3119-1","100422839",85
"MIR4317","100422840",65
"MIR3174","100422841",87
"MIR3074","100422842",81
"MIR4293","100422843",78
"MIR3118-3","100422844",75
"MIR1233-2","100422845",82
"MIR3164","100422846",83
"MIR514B","100422847",80
"MIR4283-2","100422848",80
"MIR548T","100422849",74
"MIR548V","100422850",80
"MIR4316","100422851",71
"MIR3182","100422853",63
"MIR3187","100422854",70
"MIR4301","100422855",66
"MIR3123","100422856",75
"MIR4318","100422857",81
"MIR4285","100422858",85
"MIR3136","100422859",78
"MIR4292","100422860",67
"MIR4306","100422861",91
"MIR548S","100422862",82
"MIR4265","100422863",99
"MIR544B","100422864",78
"MIR4320","100422865",65
"MIR3115","100422866",68
"MIR378C","100422867",81
"MIR4270","100422868",70
"MIR3152","100422869",74
"MIR3180-1","100422870",94
"MIR3117","100422871",78
"MIR1244-3","100422872",85
"MIR4297","100422873",76
"MIR4279","100422874",58
"MIR3192","100422875",77
"MIR3148","100422876",77
"MIR3202-2","100422877",79
"MIR3168","100422878",82
"MIR3124","100422879",67
"MIR3162","100422880",82
"MIR3170","100422881",77
"MIR3120","100422882",81
"MIR4325","100422883",90
"MIR548U","100422884",81
"MIR1244-2","100422885",85
"MIR3179-2","100422886",84
"MIR4280","100422887",76
"MIR4264","100422888",66
"MIR3194","100422889",73
"MIR3118-5","100422890",76
"MIR4327","100422891",85
"MIR3157","100422892",85
"MIR3154","100422893",84
"MIR4260","100422894",67
"MIR4294","100422895",76
"MIR3140","100422896",90
"MIR4302","100422897",60
"MIR4255","100422898",72
"MIR3190","100422899",80
"MIR3158-1","100422900",81
"MIR3135A","100422901",77
"MIR3116-1","100422902",74
"MIR4288","100422903",67
"MIR3193","100422904",55
"MIR4311","100422905",100
"MIR3118-6","100422906",75
"MIR3156-2","100422907",77
"MIR3129","100422908",76
"MIR4295","100422909",85
"MIR2861","100422910",90
"MIR500B","100422911",79
"MIR3200","100422912",85
"MIR320E","100422913",53
"MIR4253","100422914",68
"MIR3065","100422915",79
"MIR3201","100422916",52
"MIR4283-1","100422917",80
"MIR3167","100422918",85
"MIR1302-11","100422919",138
"MIR548X","100422920",75
"MIR1972-2","100422922",77
"MIR548W","100422923",74
"MIR4303","100422924",66
"MIR4322","100422925",73
"MIR3137","100422926",75
"MIR4291","100422927",65
"MIR3127","100422928",76
"MIR4261","100422929",58
"MIR4330","100422930",105
"MIR4304","100422931",62
"MIR4328","100422932",56
"MIR378B","100422933",57
"MIR3143","100422934",63
"MIR3118-4","100422935",75
"MIR3153","100422936",82
"MIR4275","100422937",87
"MIR3142","100422938",82
"MIR3147","100422939",66
"MIR4305","100422940",102
"MIR4272","100422941",64
"MIR3133","100422942",78
"MIR3189","100422943",73
"MIR3186","100422944",85
"MIR4326","100422945",59
"MIR3116-2","100422946",68
"MIR3122","100422947",73
"MIR4284","100422948",81
"MIR3118-2","100422949",73
"MIR3141","100422950",61
"MIR3144","100422951",79
"MIR4271","100422952",67
"MIR3165","100422953",75
"MIR4309","100422954",83
"MIR4273","100422955",84
